Purchasing Document,Item,Order Type,Vendor,Short Text,Currency,Targ.Val. (Hdr),Released Value,Total Open Value,Validity Per. Start,Validity Period End,Purch. organization,MPN material,Net Price,Price unit,Tax Code,Order Unit,Target Quantity,Qty Released to Date,Open Target Quantity,Purchasing Group,Long Text,Salesperson,Deletion indicator
4100000699,60,MK,101780,4 colour/Print both sides A4 2Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"14,847,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000699,70,MK,101780,4 colour/Print both sides A5,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"1,207,800.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000699,80,MK,101780,Legal 3 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"17,211,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000699,90,MK,101780,Stickers A4,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"11,753,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000699,100,MK,101780,Stickers A5,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"8,390,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,10,MK,100212,17/22 Poster,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,0.00,1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,20,MK,100212,4 colour/Print both sides 21x10,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"45,375,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,30,MK,100212,4 colour/Print both sides 21x20  1 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"4,193,750.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,40,MK,100212,4 colour/Print both sides 40 x 21,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,0.00,1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,50,MK,100212,4 colour/Print both sides A4 1 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"6,870,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,60,MK,100212,4 colour/Print both sides A4 2Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"10,455,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,70,MK,100212,4 colour/Print both sides A5,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"969,000.00",1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,80,MK,100212,Legal 3 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,0.00,1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,90,MK,100212,Stickers A4,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,0.00,1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000700,100,MK,100212,Stickers A5,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,0.00,1,V5,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000701,10,MK,200079,Subscription Fee,USD,0.00,"12,000.00","-12,000.00",9/1/2012,12/31/2012,LK30,,"12,000.00",1,V0,AU,1,1,0,B09,Payment of Subscription Fee for Discover,,
4100000702,10,MK,100540,17/22 Poster,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"33,264,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,20,MK,100540,4 colour/Print both sides 21x10,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"24,540,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,30,MK,100540,4 colour/Print both sides 21x20  1 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"2,978,750.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,40,MK,100540,4 colour/Print both sides 40 x 21,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"2,498,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,50,MK,100540,4 colour/Print both sides A4 1 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"5,604,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,60,MK,100540,4 colour/Print both sides A4 2Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"8,406,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,70,MK,100540,4 colour/Print both sides A5,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"559,200.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,80,MK,100540,Legal 3 Fold,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"13,755,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,90,MK,100540,Stickers A4,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"9,397,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000702,100,MK,100540,Stickers A5,LKR,0.00,0.00,0.00,9/27/2012,3/31/2013,LK00,,"5,615,000.00",1,V4,AU,1,0,1,M01,Provision of Printing and Merchandising,,
4100000703,10,MK,101521,"19"" 3U Rack Wall Mounted Type",LKR,0.00,"1,040,000.00","-1,040,000.00",12/14/2012,3/31/2014,LK20,5000000453,"3,400.00",1,V5,EA,600,300,300,006,ENCLOSURE BOX,,
4100000703,20,MK,101521,ENCLOUSER BOX 5U,LKR,0.00,"438,000.00","-438,000.00",12/14/2012,3/31/2014,LK20,5000000582,"4,800.00",1,V5,EA,230,90,140,006,ENCLOSURE BOX,,
4100000704,10,MK,101451,Analog Phone (Panasonic - KX TS580MX),USD,0.00,0.00,0.00,7/9/2012,7/8/2013,LK20,5000001649,25.00,1,V0,EA,"24,000",0,"24,000",006,Analog Phone (Panasonic - KX TS580),,S
4100000705,10,MK,100540,Agreement - NFC Corporate Fuel Card,LKR,0.00,0.00,0.00,1/8/2013,7/8/2013,LK00,4000003058,199.47,1,V4,EA,"1,500",0,"1,500",F05,NFC Corporate Fuel Card,,
4100000705,20,MK,100540,Agreement - NFC Corporate Fuel Card,LKR,0.00,"62,568.00","-62,568.00",1/8/2013,7/8/2013,LK00,4000003058,104.28,1,V4,EA,"1,500",600,900,F05,NFC Corporate Fuel Card,,
4100000706,10,MK,200454,15m RG6 Co-Axial Cable Roll,USD,0.00,"30,375.00","-30,375.00",1/9/2013,2/28/2013,LK30,5000000343,20.25,150,V0,M,"225,000","225,000",0,005,RG6 Co-Axial Cables - Rolls,,
4100000706,20,MK,200454,100m Cable - Rolls,USD,0.00,"6,750.00","-6,750.00",1/9/2013,2/28/2013,LK30,5000000080,13.50,100,V0,M,"50,000","50,000",0,005,RG6 Co-Axial Cables - Rolls,,
4100000706,30,MK,200454,300m Cable - Rolls,USD,0.00,"20,250.00","-20,250.00",1/9/2013,2/28/2013,LK30,5000000081,40.50,300,V0,M,"150,000","150,000",0,005,RG6 Co-Axial Cables - Rolls,,
4100000707,10,MK,102744,Technical Support Services,LKR,0.00,"10,450,000.00","-10,450,000.00",9/11/2012,3/20/2013,LK00,,"25,080,000.00",1,V5,AU,1,3,-2,I06,SAP Technical Support Services (First 06,,
4100000708,10,MK,102744,Technical Support Services,LKR,0.00,"24,000,000.00","-24,000,000.00",2/11/2013,11/30/2013,LK00,,"24,000,000.00",1,V5,AU,1,13,-12,I06,SAP Technical Support Services (Second 0,,
4100000709,10,MK,102744,Technical Support Services,LKR,0.00,"39,600,000.00","-39,600,000.00",11/1/2013,11/30/2014,LK00,,"21,450,000.00",1,V5,AU,1,39,-38,I06,SAP Technical Support Services (Year 02),,
4100000710,10,MK,100823,Form-Value Added Service Forms,LKR,0.00,0.00,0.00,1/10/2013,7/10/2013,LK00,4000001033,2.77,1,V5,EA,"100,000",0,"100,000",F05,Forms,,S
4100000710,20,MK,100823,Form-Req for IDD/ Premiere Roaming/SMS,LKR,0.00,0.00,0.00,1/10/2013,7/10/2013,LK00,4000001035,2.77,1,V5,EA,"100,000",0,"100,000",F05,Forms,,S
4100000711,10,MK,100540,Form-Value Added Service Forms,LKR,0.00,0.00,0.00,1/10/2013,7/10/2013,LK00,4000001033,1.95,1,V4,EA,"100,000",0,"100,000",F05,Forms,,S
4100000711,20,MK,100540,Form-Req for IDD/ Premiere Roaming/SMS,LKR,0.00,0.00,0.00,1/10/2013,7/10/2013,LK00,4000001035,1.95,1,V4,EA,"100,000",0,"100,000",F05,Forms,,S
4100000712,10,MK,200457,Lower Noice Block - LNB,USD,0.00,"209,000.00","-209,000.00",1/11/2013,12/31/2013,LK30,5000000078,1.70,1,V0,EA,"125,000","120,000","5,000",005,Lower Noice Block - LNB,,S
4100000713,10,MK,100540,Agreement - Fleet Managment - NFC,LKR,0.00,0.00,0.00,1/15/2013,7/15/2013,LK10,4000003059,199.47,1,V4,EA,"1,500",0,"1,500",F05,Agreement - Fleet Management - NFC,,
4100000713,20,MK,100540,Agreement - Fleet Managment - NFC,LKR,0.00,"20,856.00","-20,856.00",1/15/2013,7/15/2013,LK10,4000003059,104.28,1,V4,EA,"1,500",200,"1,300",F05,Agreement - Fleet Management - NFC,,
4100000714,10,MK,100362,Ink Film-TOSHIBA TF 478 (IF 03),LKR,0.00,0.00,0.00,1/1/2013,2/28/2013,LK00,4000000146,"2,232.14",1,V4,EA,100,0,100,F05,Ink Film,,
4100000714,20,MK,100362,Ink Film-TOSHIBA TK 12 (610),LKR,0.00,0.00,0.00,1/1/2013,2/28/2013,LK00,4000000147,"1,651.79",1,V4,EA,100,0,100,F05,Ink Film,,
4100000714,30,MK,100362,Processor Kit-TOSHIBA PK 12 (610),LKR,0.00,0.00,0.00,1/1/2013,2/28/2013,LK00,4000000209,"17,410.71",1,V4,EA,100,0,100,F05,Ink Film,,
4100000715,10,MK,100077,Cartridge-Epson IJ T 0544-Yellow,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001174,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,20,MK,100077,Cartridge-Epson IJ T0542 Cyan,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001175,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,30,MK,100077,Cartridge-Epson IJ T0541 Photo Black,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001176,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,40,MK,100077,Cartridge-Epson IJ T0547 Red(for R1800),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001177,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,50,MK,100077,Cartridge-Epson IJ T0548 Matte Black,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001178,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,60,MK,100077,Cartridge-Epson IJ T0543 Magenta,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001179,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,70,MK,100077,Cartridge-Epson IJ T0549 Blue,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001180,"2,280.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,80,MK,100077,Cartridge-Epson IJ T0540Gloss Optimizer,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001181,"1,140.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,90,MK,100077,Cartridge-Epson T0491 Bl,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001254,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,100,MK,100077,Cartridge-Epson T0492 Cy,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001255,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,110,MK,100077,Cartridge-Epson T0493 Mg,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001256,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,120,MK,100077,Cartridge-Epson T0494 Yw,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001257,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,130,MK,100077,Cartridge-Epson T0496 Light Mg,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001259,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,140,MK,100077,Inkjet-EPSON C45S BL(T38),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001374,"1,674.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,150,MK,100077,Inkjet-EPSON C45S Colour (T39),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001375,"2,681.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,160,MK,100077,Cartridge-EPSON Aculaser SO50187-Yellow,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001660,"19,733.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,170,MK,100077,Cartridge-EPSON Aculaser SO50188-Magenta,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001661,"19,733.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,180,MK,100077,Cartridge-EPSON Aculaser SO50189-Black,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001662,"13,800.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000715,190,MK,100077,Cartridge-EPSON Aculaser SO50190-Cyan,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK30,4000001663,"19,733.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,S
4100000716,10,MK,200655,HUAWEI INDOOR ANTENNA (800 MHz),USD,0.00,"60,750.00","-60,750.00",1/17/2013,1/16/2014,LK20,5000001946,2.00,1,V0,EA,"45,000","30,000","15,000",B08,Antenna,,
4100000716,20,MK,200655,ZTE - Antenna,USD,0.00,"20,500.00","-20,500.00",1/17/2013,1/16/2014,LK20,5000001977,2.05,1,V0,EA,"20,000","10,000","10,000",B08,Antenna,,
4100000717,10,MK,100154,USB Memory Stick 16GB,LKR,0.00,"3,214,290.00","-3,214,290.00",1/18/2013,2/28/2013,LK30,5000001848,"1,071.43",1,V4,EA,"3,000","3,000",0,005,USB Memory Stick 16GB,,
4100000718,10,MK,102292,"GI Pipe 1 1/4""",LKR,0.00,"3,575,000.00","-3,575,000.00",1/23/2013,1/21/2014,LK20,5000000297,"2,350.00",1,V0,EA,"10,000","1,500","8,500",B08,,,
4100000719,10,MK,200700,SVEC SK60 Satellite Dish Antenna,USD,0.00,"23,437.50","-23,437.50",1/23/2013,4/22/2013,LK30,5000002141,6.25,1,V0,EA,"3,800","3,750",50,005,,,
4100000720,10,MK,100823,Form-Value Added Service Forms,LKR,0.00,"117,000.00","-117,000.00",1/10/2013,5/15/2013,LK00,4000001033,1.95,1,V5,EA,"100,000","60,000","40,000",F05,Forms,,
4100000720,20,MK,100823,Form-Req for IDD/ Premiere Roaming/SMS,LKR,0.00,0.00,0.00,1/10/2013,5/15/2013,LK00,4000001035,1.95,1,V5,EA,"100,000",0,"100,000",F05,Forms,,
4100000721,10,MK,100540,Form-Value Added Service Forms,LKR,0.00,"13,850.00","-13,850.00",1/10/2013,7/10/2013,LK00,4000001033,2.77,1,V4,EA,"100,000","5,000","95,000",F05,Forms,,
4100000721,20,MK,100540,Form-Req for IDD/ Premiere Roaming/SMS,LKR,0.00,"16,620.00","-16,620.00",1/10/2013,7/10/2013,LK00,4000001035,2.77,1,V4,EA,"100,000","6,000","94,000",F05,Forms,,
4100000722,10,MK,200077,Subscription Fee,USD,0.00,"130,000.00","-130,000.00",7/20/2012,7/19/2013,LK30,,"130,000.00",1,V0,AU,1,3,-2,B09,Payment of subscription fee for ESPN HD,,
4100000723,10,MK,101752,Cartridge-HPLJ C8061X (4100),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000000037,"6,000.00",1,V0,EA,15,0,15,F05,Supply and delivery of HP cartridges,,S
4100000723,20,MK,101752,Cartridge-HPLJ Q5942A (4250),LKR,0.00,"784,900.00","-784,900.00",1/1/2013,12/31/2013,LK00,4000000040,"8,350.00",1,V0,EA,160,94,66,F05,Supply and delivery of HP cartridges,,S
4100000723,30,MK,101752,Cartridge-HP LJ Q6511A (11A),LKR,0.00,"409,860.00","-409,860.00",1/1/2013,12/31/2013,LK00,4000001458,"7,590.00",1,V0,EA,130,54,76,F05,Supply and delivery of HP cartridges,,S
4100000723,40,MK,101752,Cartridge-HPLJ Q1338A (4200),LKR,0.00,"52,200.00","-52,200.00",1/1/2013,12/31/2013,LK00,4000000039,"8,700.00",1,V0,EA,70,6,64,F05,Supply and delivery of HP cartridges,,S
4100000723,50,MK,101752,Cartridge-HPLJ C4092A (1100),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000000019,"4,475.00",1,V0,EA,30,0,30,F05,Supply and delivery of HP cartridges,,S
4100000723,60,MK,101752,Cartridge-HPLJ C4127X (4000/4050),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000000036,"5,050.00",1,V0,EA,30,0,30,F05,Supply and delivery of HP cartridges,,S
4100000723,70,MK,101752,Cartridge-HP LJ Q7516A (5200),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001243,"6,750.00",1,V0,EA,30,0,30,F05,Supply and delivery of HP cartridges,,S
4100000723,80,MK,101752,Cartridge-HPLJ Q1339A (4300),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000000041,"9,500.00",1,V0,EA,30,0,30,F05,Supply and delivery of HP cartridges,,S
4100000723,90,MK,101752,Cartridge-HPLJ Q2612A (3015),LKR,0.00,"48,378.00","-48,378.00",1/1/2013,12/31/2013,LK00,4000000032,"4,398.00",1,V0,EA,30,11,19,F05,Supply and delivery of HP cartridges,,S
4100000723,100,MK,101752,Cartridge-HP LJ Q7551A (3005),LKR,0.00,"2,875,950.00","-2,875,950.00",1/1/2013,12/31/2013,LK00,4000001250,"7,470.00",1,V0,EA,399,385,14,F05,Supply and delivery of HP cartridges,,S
4100000723,110,MK,101752,Cartridge-HP LJ 53A(Q7553A),LKR,0.00,"169,830.00","-169,830.00",1/1/2013,12/31/2013,LK00,4000001309,"4,590.00",1,V0,EA,80,37,43,F05,Supply and delivery of HP cartridges,,S
4100000723,120,MK,101752,Cartridge-HPLJ C7115A (1000),LKR,0.00,"53,200.00","-53,200.00",1/1/2013,12/31/2013,LK00,4000000018,"3,800.00",1,V0,EA,60,14,46,F05,Supply and delivery of HP cartridges,,S
4100000723,130,MK,101752,Cartridge-HPLJ Q 5949 A (1160),LKR,0.00,"55,000.00","-55,000.00",1/1/2013,12/31/2013,LK00,4000000020,"5,000.00",1,V0,EA,50,11,39,F05,Supply and delivery of HP cartridges,,S
4100000723,140,MK,101752,Cartridge-HPLJ C2613A (1300),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000000023,"4,450.00",1,V0,EA,40,0,40,F05,Supply and delivery of HP cartridges,,S
4100000723,150,MK,101752,Cartridge-HP LJ CB436A (M1522nf),LKR,0.00,"202,080.00","-202,080.00",1/1/2013,12/31/2013,LK00,4000001394,"6,315.00",1,V0,EA,80,32,48,F05,Supply and delivery of HP cartridges,,S
4100000723,160,MK,101752,Cartridge-HPLJ (C3906F) 5L,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000000057,"3,850.00",1,V0,EA,20,0,20,F05,Supply and delivery of HP cartridges,,S
4100000723,170,MK,101752,Cartridge-HP LJ 1536 CE278A - 78A,LKR,0.00,"127,575.00","-127,575.00",1/1/2013,12/31/2013,LK00,4000002257,"6,075.00",1,V0,EA,80,21,59,F05,Supply and delivery of HP cartridges,,S
4100000723,180,MK,101752,Cartridge-HP LJ 600 M-2 (CEA390A)-90A,LKR,0.00,"540,000.00","-540,000.00",1/1/2013,12/31/2013,LK00,4000002470,"15,000.00",1,V0,EA,80,36,44,F05,Supply and delivery of HP cartridges,,S
4100000724,10,MK,100215,Analog Phone (Panasonic - KX TS580MX),USD,0.00,"99,600.00","-99,600.00",2/11/2013,12/31/2014,LK20,5000001649,24.90,1,V0,EA,"20,000","4,000","16,000",006,Analog Phone - Panasonic,,
4100000724,20,MK,100215,Analog Phone (Panasonic - KX TS500MX ),USD,0.00,"3,705.00","-3,705.00",2/11/2013,12/31/2014,LK20,5000001874,7.41,1,V0,EA,"6,000",500,"5,500",006,Analog Phone - Panasonic,,
4100000725,10,MK,200788,Provision of Contents for Channel C,LKR,0.00,"24,000,000.00","-24,000,000.00",1/1/2013,1/10/2014,LK30,,"24,000,000.00",1,V5,AU,1,12,-11,B09,Payment for Providing Content for  Music,,
4100000726,10,MK,100077,Cartridge-Epson IJ T 0544-Yellow,LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001174,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,20,MK,100077,Cartridge-Epson IJ T0542 Cyan,LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001175,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,30,MK,100077,Cartridge-Epson IJ T0541 Photo Black,LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001176,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,40,MK,100077,Cartridge-Epson IJ T0547 Red(for R1800),LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001177,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,50,MK,100077,Cartridge-Epson IJ T0548 Matte Black,LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001178,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,60,MK,100077,Cartridge-Epson IJ T0543 Magenta,LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001179,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,70,MK,100077,Cartridge-Epson IJ T0549 Blue,LKR,0.00,"2,280.00","-2,280.00",1/1/2013,12/31/2013,LK00,4000001180,"2,280.00",1,V0,EA,3,1,2,F05,Cartridge-Epson,,
4100000726,80,MK,100077,Cartridge-Epson IJ T0540Gloss Optimizer,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001181,"1,140.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,90,MK,100077,Cartridge-Epson T0491 Bl,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001254,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,100,MK,100077,Cartridge-Epson T0492 Cy,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001255,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,110,MK,100077,Cartridge-Epson T0493 Mg,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001256,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,120,MK,100077,Cartridge-Epson T0494 Yw,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001257,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,130,MK,100077,Cartridge-Epson T0496 Light Mg,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001259,"1,967.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,140,MK,100077,Inkjet-EPSON C45S BL(T38),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001374,"1,674.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,150,MK,100077,Inkjet-EPSON C45S Colour (T39),LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001375,"2,681.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,160,MK,100077,Cartridge-EPSON Aculaser SO50187-Yellow,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001660,"19,733.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,170,MK,100077,Cartridge-EPSON Aculaser SO50188-Magenta,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001661,"19,733.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,180,MK,100077,Cartridge-EPSON Aculaser SO50189-Black,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001662,"13,800.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000726,190,MK,100077,Cartridge-EPSON Aculaser SO50190-Cyan,LKR,0.00,0.00,0.00,1/1/2013,12/31/2013,LK00,4000001663,"19,733.00",1,V0,EA,3,0,3,F05,Cartridge-Epson,,
4100000727,10,MK,200687,CISCO 881-K9 Ethernet Sec Router,USD,0.00,"26,238.00","-26,238.00",2/19/2013,2/20/2014,LK20,5000000566,262.38,1,V0,EA,"5,000",100,"4,900",006,CISCO 881-K9 Ethernet Sec Router,,S
4100000728,10,MK,200093,Subscription Fee,USD,0.00,"25,800.00","-25,800.00",1/1/2013,12/31/2013,LK30,,"25,800.00",1,V0,AU,1,4,-3,B09,Payment of subscription fees for KidsCo,,
4100000729,10,MK,200093,Subscription Fee,USD,0.00,"3,390.60","-3,390.60",1/1/2014,12/31/2014,LK30,,"27,735.00",1,V0,AU,1,1,0,B09,Payment of subscription fees for KidsCo,,
4100000730,10,MK,200093,Subscription Fee,USD,0.00,0.00,0.00,1/1/2015,12/31/2015,LK30,,"29,815.12",1,V0,AU,1,0,1,B09,Payment of subscription fees for KidsCo,,
4100000731,10,MK,200093,Subscription Fee,USD,0.00,0.00,0.00,1/1/2016,12/31/2016,LK30,,"32,051.28",1,V0,AU,1,0,1,B09,Payment of subscription fees for KidsCo,,
4100000732,10,MK,200708,LTE-CPE Type 2 - Indoor,USD,0.00,0.00,0.00,2/22/2013,2/21/2014,LK20,5000001916,133.00,1,V0,EA,"10,000",0,"10,000",006,LTE-CPE Type 2 - Indoor,,S
4100000732,20,MK,200708,LTE IDU- R508D-B40 WIFI VOIP Router,USD,0.00,0.00,0.00,2/22/2013,2/21/2014,LK20,5000002218,133.00,1,V0,EA,"10,000",0,"10,000",006,LTE-CPE Type 2 - Indoor,,
4100000733,10,MK,503189,Bag Regional,LKR,0.00,"493,000.00","-493,000.00",2/22/2013,12/31/2013,LK10,4000003044,580.00,1,V0,EA,"1,500",850,650,R01,Bags for Regional Promotions,,
4100000734,10,MK,200131,USIM  - LTE TDD 64K,USD,0.00,"329,500.00","-329,500.00",2/26/2013,12/31/2015,LK20,5000002018,3.80,1,V0,EA,"134,500","87,500","47,000",006,USIM  - LTE TDD 64K (Gemalto),,S
